COUNT0
COUNT0
COUNT0
COUNT894
27.04.17, 04:57	425.3
27.04.17, 04:58	423.7
27.04.17, 04:59	422
27.04.17, 05:01	421
27.04.17, 05:02	419.7
27.04.17, 05:03	418.5
27.04.17, 05:04	418.4
27.04.17, 05:05	417.7
27.04.17, 05:06	417
27.04.17, 05:07	416.1
27.04.17, 05:08	415.6
27.04.17, 05:09	414.4
27.04.17, 05:10	413.9
27.04.17, 05:11	413.5
27.04.17, 05:12	413.8
27.04.17, 05:13	413.4
27.04.17, 05:14	413.1
27.04.17, 05:15	412.4
27.04.17, 05:16	411.8
27.04.17, 05:17	411.5
27.04.17, 05:18	411.8
27.04.17, 05:19	410.9
27.04.17, 05:20	410.2
27.04.17, 05:21	410.7
27.04.17, 05:22	410.4
27.04.17, 05:23	409.6
27.04.17, 05:24	409.3
27.04.17, 05:25	409
27.04.17, 05:26	408.2
27.04.17, 05:27	408
27.04.17, 05:28	407.6
27.04.17, 05:29	406.7
27.04.17, 05:30	406.6
27.04.17, 05:31	406.3
27.04.17, 05:32	405.5
27.04.17, 05:33	405.2
27.04.17, 05:34	405
27.04.17, 05:35	405
27.04.17, 05:36	404.3
27.04.17, 05:37	403.7
27.04.17, 05:38	404.6
27.04.17, 05:39	404
27.04.17, 05:40	403.2
27.04.17, 05:41	403.4
27.04.17, 05:42	403.1
27.04.17, 05:43	402.9
27.04.17, 05:44	402.2
27.04.17, 05:45	402
27.04.17, 05:46	401.1
27.04.17, 05:47	401
27.04.17, 05:48	400.9
27.04.17, 05:49	400
27.04.17, 05:50	399.9
27.04.17, 05:51	399.7
27.04.17, 05:52	399.4
27.04.17, 05:53	398.8
27.04.17, 05:54	398.6
27.04.17, 05:55	399.4
27.04.17, 05:56	398.5
27.04.17, 05:57	398
27.04.17, 05:58	398.4
27.04.17, 05:59	398.3
27.04.17, 06:01	397.4
27.04.17, 06:02	397.2
27.04.17, 06:03	397.1
27.04.17, 06:04	396.4
27.04.17, 06:05	396.3
27.04.17, 06:06	395.5
27.04.17, 06:07	395.4
27.04.17, 06:08	395.3
27.04.17, 06:09	394.8
27.04.17, 06:10	394.4
27.04.17, 06:11	394.3
27.04.17, 06:12	394.8
27.04.17, 06:13	394.1
27.04.17, 06:14	393.6
27.04.17, 06:15	394.3
27.04.17, 06:16	394.2
27.04.17, 06:17	393.5
27.04.17, 06:18	393.4
27.04.17, 06:19	393.4
27.04.17, 06:20	393.3
27.04.17, 06:21	392.6
27.04.17, 06:22	392.6
27.04.17, 06:23	392.4
27.04.17, 06:24	391.8
27.04.17, 06:25	391.7
27.04.17, 06:26	390.9
27.04.17, 06:27	390.9
27.04.17, 06:28	390.9
27.04.17, 06:29	391
27.04.17, 06:30	390.4
27.04.17, 06:31	390
27.04.17, 06:32	391.1
27.04.17, 06:33	390.6
27.04.17, 06:34	390
27.04.17, 06:35	390.3
27.04.17, 06:36	390.3
27.04.17, 06:37	390.3
27.04.17, 06:38	389.6
27.04.17, 06:39	389.7
27.04.17, 06:40	389.6
27.04.17, 06:41	388.9
27.04.17, 06:42	388.9
27.04.17, 06:43	388.2
27.04.17, 06:44	388.3
27.04.17, 06:45	388.2
27.04.17, 06:46	388
27.04.17, 06:47	387.6
27.04.17, 06:48	387.5
27.04.17, 06:49	388.4
27.04.17, 06:50	387.8
27.04.17, 06:51	387.2
27.04.17, 06:52	388
27.04.17, 06:53	387.9
27.04.17, 06:54	387.7
27.04.17, 06:55	387.4
27.04.17, 06:56	387.4
27.04.17, 06:57	387.4
27.04.17, 06:58	386.7
27.04.17, 06:59	386.8
27.04.17, 07:01	386.2
27.04.17, 07:02	386.2
27.04.17, 07:03	385.7
27.04.17, 07:04	385.5
27.04.17, 07:05	385.6
27.04.17, 07:06	386.1
27.04.17, 07:07	385.6
27.04.17, 07:08	385.1
27.04.17, 07:09	386.2
27.04.17, 07:10	386.2
27.04.17, 07:11	385.5
27.04.17, 07:12	385.6
27.04.17, 07:13	385.7
27.04.17, 07:14	385.7
27.04.17, 07:15	385.2
27.04.17, 07:16	385.2
27.04.17, 07:17	385.3
27.04.17, 07:18	384.6
27.04.17, 07:19	384.7
27.04.17, 07:20	384.7
27.04.17, 07:21	384.1
27.04.17, 07:22	384.2
27.04.17, 07:23	384.4
27.04.17, 07:24	383.9
27.04.17, 07:25	383.7
27.04.17, 07:26	384.8
27.04.17, 07:27	384.3
27.04.17, 07:28	383.8
27.04.17, 07:29	384.3
27.04.17, 07:30	384.4
27.04.17, 07:31	384.4
27.04.17, 07:32	383.8
27.04.17, 07:33	384
27.04.17, 07:34	384
27.04.17, 07:35	383.4
27.04.17, 07:36	383.5
27.04.17, 07:37	383.6
27.04.17, 07:38	383
27.04.17, 07:39	383
27.04.17, 07:40	382.8
27.04.17, 07:41	382.5
27.04.17, 07:42	382.6
27.04.17, 07:43	383.5
27.04.17, 07:44	382.9
27.04.17, 07:45	382.5
27.04.17, 07:46	383.3
27.04.17, 07:47	383.4
27.04.17, 07:48	383
27.04.17, 07:49	382.9
27.04.17, 07:50	382.9
27.04.17, 07:51	383
27.04.17, 07:52	382.5
27.04.17, 07:53	382.5
27.04.17, 07:54	382.6
27.04.17, 07:55	382
27.04.17, 07:56	382.1
27.04.17, 07:57	382.2
27.04.17, 07:58	381.5
27.04.17, 07:59	381.6
27.04.17, 08:01	381.7
27.04.17, 08:02	381.3
27.04.17, 08:03	382.4
27.04.17, 08:04	382.4
27.04.17, 08:05	381.9
27.04.17, 08:06	382.1
27.04.17, 08:07	382.1
27.04.17, 08:08	382.2
27.04.17, 08:09	381.7
27.04.17, 08:10	381.7
27.04.17, 08:11	381.9
27.04.17, 08:12	381.3
27.04.17, 08:13	381.5
27.04.17, 08:14	381.5
27.04.17, 08:15	380.9
27.04.17, 08:16	381
27.04.17, 08:17	381.1
27.04.17, 08:18	380.7
27.04.17, 08:19	380.6
27.04.17, 08:20	381.7
27.04.17, 08:21	381.3
27.04.17, 08:22	380.8
27.04.17, 08:23	381.4
27.04.17, 08:24	381.4
27.04.17, 08:25	381.5
27.04.17, 08:26	381
27.04.17, 08:27	381.1
27.04.17, 08:28	381.2
27.04.17, 08:29	380.7
27.04.17, 08:30	380.8
27.04.17, 08:31	380.9
27.04.17, 08:32	380.3
27.04.17, 08:33	380.4
27.04.17, 08:34	380.6
27.04.17, 08:35	379.9
27.04.17, 08:36	380.1
27.04.17, 08:37	381
27.04.17, 08:38	380.4
27.04.17, 08:39	380
27.04.17, 08:40	380.9
27.04.17, 08:41	381
27.04.17, 08:42	380.7
27.04.17, 08:43	380.6
27.04.17, 08:44	380.7
27.04.17, 08:45	380.8
27.04.17, 08:46	380.3
27.04.17, 08:47	380.4
27.04.17, 08:48	380.5
27.04.17, 08:49	380
27.04.17, 08:50	380.1
27.04.17, 08:51	380.2
27.04.17, 08:52	379.6
27.04.17, 08:53	379.8
27.04.17, 08:54	379.9
27.04.17, 08:55	379.8
27.04.17, 08:56	379.5
27.04.17, 08:57	380.6
